Col 1 : 12 - 14
Col 1 : 23
Col 2 : 1 
Col 2 : 6-7
Col 2 : 8 
Col 2 : 16-17
Col 2 : 18
Col 2 : 20-22a
Col 3 : 1
Col 3 : 2-3
Col 3 : 5 
Col 3 : 8 
Col 3 :9-10
Col 3 : 12
Col 3 : 13
Col 3 :14
Col 3 : 15 
Col 3 :16
Col 3 : 17 
Col 3 : 18 
Col 3 : 19
Col 3 : 20
Col 3 : 21
Col 3 : 22-24
Col 4 : 1
Col 4 : 2
Col 4 : 3-4
Col 4 : 5-6
Col 4 : 10
Col 4 : 15
Col 4 : 16
Col 4 : 17
Col 4 :18
